"trial_id","id","choice","n_draws","correct","decision_rt","ut_confidence","ut_reas_conf","ut_unpleasantness","trial_index","n_tests_all","tests_all","n_tests_att1","tests_att1","n_tests_att2","tests_att2","rule_att1","rule_att2","rule_att1_cert","rule_att2_cert","rule_guess_rt_att1","rule_guess_rt_att2","alt_rule_1","alt_rule_2","alt_rule_3","alt_rule_4","alt_rule_5","alt_rule_6","ius_p_1","ius_p_2","ius_p_3","ius_p_4","ius_p_5","ius_p_6","ius_p_7","ius_i_1","ius_i_2","ius_i_3","ius_i_4","ius_i_5","er_prg_1","er_md_1","er_ac_1","er_d_1","er_bd_1","er_md_2","er_p_1","er_bd_2","er_ac_2","er_d_2","er_prg_2","er_md_3","er_p_2","er_bd_3","er_prg_3","er_p_3","er_d_3","er_md_4","er_ac_3","er_bd_4","er_p_4","er_d_4","er_ac_4","er_prg_4","er_r_1","er_r_2","er_r_3","er_r_4","att_check_response","att_check_other_text","ius_p","ius_i","er_md","er_prg","er_ac","er_p","er_bd","er_d","er_r","er_avoid","er_engage","ius","ind","posterior","max_post","trial_diff","ut_log","ius_group","er_engage_group","er_avoid_group","er_r_group","er_prg_group","ut_conf","ut_conf_reas","ius_c","er_avoid_c","er_engage_c","er_prg_c","er_r_c","trial_ind","ut_score","ut_score_6","ut_score_567","ut_score_56","alt_rules","ut_unpl_any","ut_unpl_vals","p1_eng","p2_dis","p3_r","ius_i_c","ius_p_c","ius_s","ius_i_s","ius_p_s","er_avoid_s","er_engage_s","er_prg_s","er_r_s","ut_conf_scaled","ut_conf_diff","cor_att1","cor_att2"
"b25_y55_r20","66b3e078bef7d6dd6c53e015","STRONGLEAF",20,1,149202.3,60,64,70,38,0,"[{""numbers"":[2,4,6],""theory"":""Given example"",""result"":""yes""}]",0,"[{""numbers"":[2,4,6],""theory"":""Given example"",""result"":""yes""}]",0,"[]","even numbers","one number apart",62,60,71493.200000003,48242,"even numbers",NA,NA,NA,NA,NA,2,3,3,3,3,2,3,1,1,1,2,1,3,2,2,0,0,2,3,1,2,0,1,0,2,1,2,3,0,1,2,0,2,0,2,3,2,1,3,2,"other","I have read this",0.678571428571429,0.3,0.416666666666667,0.75,0.666666666666667,0.833333333333333,0.166666666666667,0,0.666666666666667,0.291666666666667,0.75,0.520833333333333,129,0.914148351648352,0.9141484,0.454545454545455,0.0389833195023433,"low","low","low","high","high",0.8,0.82,-0.005,-0.0202083333333333,0.0222916666666667,0.0675,0.155,"7",0.047349516309087,0.0849335749367161,0.109791742622415,0.0619584472195297,1,1,70,0.168345729457398,-0.176845617385888,0.615225837882578,-0.083,0.0507142857142857,-0.0262751333837777,-0.320875455281673,0.280258649167276,-0.119356910023029,0.105211366504963,0.291347661837388,0.667445378263393,0.6,0.0199999999999999,0,0
"b75_y05_r20","5a8b1ee2000dab00018cc7cd","SHADESEED",11,1,42378.6,95,97,5,24,4,"[{""numbers"":[2,4,6],""theory"":""Given example"",""result"":""yes""},{""numbers"":[7,9,11],""theory"":""The numbers go up by two"",""result"":""yes""},{""numbers"":[13,14,15],""theory"":""The numbers are under 20"",""result"":""yes""},{""numbers"":[19,20,21],""theory"":""The numbers need to be under 20"",""result"":""yes""},{""numbers"":[9,8,7],""theory"":""To see if the numbers need to be in ascending order."",""result"":""no""}]",1,"[{""numbers"":[2,4,6],""theory"":""Given example"",""result"":""yes""},{""numbers"":[7,9,11],""theory"":""The numbers go up by two"",""result"":""yes""}]",3,"[{""numbers"":[13,14,15],""theory"":""The numbers are under 20"",""result"":""yes""},{""numbers"":[19,20,21],""theory"":""The numbers need to be under 20"",""result"":""yes""},{""numbers"":[9,8,7],""theory"":""To see if the numbers need to be in ascending order."",""result"":""no""}]","The numbers go up by two.","The numbers need to be in ascending order.",75,83,57876.2,135452.8,"The numbers go up by two","The numbers are divisible by two","The first two numbers add up to the last number",NA,NA,NA,4,4,4,4,3,3,4,3,3,4,3,4,2,1,2,0,0,1,2,0,2,0,1,2,2,0,1,2,0,2,2,0,2,0,2,2,3,3,3,3,"other","I have read this",0.928571428571429,0.85,0.5,0.5,0.666666666666667,0.666666666666667,0,0,1,0.25,0.666666666666667,0.895833333333333,13,0.999999912208512,1,0.0666666666666667,3.81273602634393e-08,"high","low","low","high","low",0.975,0.985,0.37,-0.061875,-0.0610416666666667,-0.1825,0.488333333333333,"1",0.0471408945038527,0.0849335749367161,0.109791742622415,0.0619584472195297,3,1,5,-0.613952537750593,-0.806452255534999,2.21528037511405,0.467,0.300714285714286,1.94435987039955,1.805407682127,1.66181537041441,-0.365453631719997,-0.288102153139759,-0.787717752375159,2.1028117831309,0.95,0.01,0,1
"b15_y65_r20","5a8b1ee2000dab00018cc7cd","GOLDLEAF",17,1,63837.3,78,82,20,27,4,"[{""numbers"":[2,4,6],""theory"":""Given example"",""result"":""yes""},{""numbers"":[7,9,11],""theory"":""The numbers go up by two"",""result"":""yes""},{""numbers"":[13,14,15],""theory"":""The numbers are under 20"",""result"":""yes""},{""numbers"":[19,20,21],""theory"":""The numbers need to be under 20"",""result"":""yes""},{""numbers"":[9,8,7],""theory"":""To see if the numbers need to be in ascending order."",""result"":""no""}]",1,"[{""numbers"":[2,4,6],""theory"":""Given example"",""result"":""yes""},{""numbers"":[7,9,11],""theory"":""The numbers go up by two"",""result"":""yes""}]",3,"[{""numbers"":[13,14,15],""theory"":""The numbers are under 20"",""result"":""yes""},{""numbers"":[19,20,21],""theory"":""The numbers need to be under 20"",""result"":""yes""},{""numbers"":[9,8,7],""theory"":""To see if the numbers need to be in ascending order."",""result"":""no""}]","The numbers go up by two.","The numbers need to be in ascending order.",75,83,57876.2,135452.8,"The numbers go up by two","The numbers are divisible by two","The first two numbers add up to the last number",NA,NA,NA,4,4,4,4,3,3,4,3,3,4,3,4,2,1,2,0,0,1,2,0,2,0,1,2,2,0,1,2,0,2,2,0,2,0,2,2,3,3,3,3,"other","I have read this",0.928571428571429,0.85,0.5,0.5,0.666666666666667,0.666666666666667,0,0,1,0.25,0.666666666666667,0.895833333333333,13,0.99996514780137,0.999992,0.230769230769231,1.51363813169553e-05,"high","low","low","high","low",0.89,0.91,0.37,-0.061875,-0.0610416666666667,-0.1825,0.488333333333333,"2",0.0471408945038527,0.0849335749367161,0.109791742622415,0.0619584472195297,3,1,20,-0.613952537750593,-0.806452255534999,2.21528037511405,0.467,0.300714285714286,1.94435987039955,1.805407682127,1.66181537041441,-0.365453631719997,-0.288102153139759,-0.787717752375159,2.1028117831309,0.78,0.02,0,1
"b70_y10_r20","5a8b1ee2000dab00018cc7cd","WAKESOIL",14,1,45600.9,84,90,8,30,4,"[{""numbers"":[2,4,6],""theory"":""Given example"",""result"":""yes""},{""numbers"":[7,9,11],""theory"":""The numbers go up by two"",""result"":""yes""},{""numbers"":[13,14,15],""theory"":""The numbers are under 20"",""result"":""yes""},{""numbers"":[19,20,21],""theory"":""The numbers need to be under 20"",""result"":""yes""},{""numbers"":[9,8,7],""theory"":""To see if the numbers need to be in ascending order."",""result"":""no""}]",1,"[{""numbers"":[2,4,6],""theory"":""Given example"",""result"":""yes""},{""numbers"":[7,9,11],""theory"":""The numbers go up by two"",""result"":""yes""}]",3,"[{""numbers"":[13,14,15],""theory"":""The numbers are under 20"",""result"":""yes""},{""numbers"":[19,20,21],""theory"":""The numbers need to be under 20"",""result"":""yes""},{""numbers"":[9,8,7],""theory"":""To see if the numbers need to be in ascending order."",""result"":""no""}]","The numbers go up by two.","The numbers need to be in ascending order.",75,83,57876.2,135452.8,"The numbers go up by two","The numbers are divisible by two","The first two numbers add up to the last number",NA,NA,NA,4,4,4,4,3,3,4,3,3,4,3,4,2,1,2,0,0,1,2,0,2,0,1,2,2,0,1,2,0,2,2,0,2,0,2,2,3,3,3,3,"other","I have read this",0.928571428571429,0.85,0.5,0.5,0.666666666666667,0.666666666666667,0,0,1,0.25,0.666666666666667,0.895833333333333,13,0.999998785735796,1,0.142857142857143,5.27348563717228e-07,"high","low","low","high","low",0.92,0.95,0.37,-0.061875,-0.0610416666666667,-0.1825,0.488333333333333,"3",0.0471408945038527,0.0849335749367161,0.109791742622415,0.0619584472195297,3,1,8,-0.613952537750593,-0.806452255534999,2.21528037511405,0.467,0.300714285714286,1.94435987039955,1.805407682127,1.66181537041441,-0.365453631719997,-0.288102153139759,-0.787717752375159,2.1028117831309,0.84,0.0299999999999999,0,1
"b25_y55_r20","5a8b1ee2000dab00018cc7cd","STRONGLEAF",20,1,79961.3,68,73,35,33,4,"[{""numbers"":[2,4,6],""theory"":""Given example"",""result"":""yes""},{""numbers"":[7,9,11],""theory"":""The numbers go up by two"",""result"":""yes""},{""numbers"":[13,14,15],""theory"":""The numbers are under 20"",""result"":""yes""},{""numbers"":[19,20,21],""theory"":""The numbers need to be under 20"",""result"":""yes""},{""numbers"":[9,8,7],""theory"":""To see if the numbers need to be in ascending order."",""result"":""no""}]",1,"[{""numbers"":[2,4,6],""theory"":""Given example"",""result"":""yes""},{""numbers"":[7,9,11],""theory"":""The numbers go up by two"",""result"":""yes""}]",3,"[{""numbers"":[13,14,15],""theory"":""The numbers are under 20"",""result"":""yes""},{""numbers"":[19,20,21],""theory"":""The numbers need to be under 20"",""result"":""yes""},{""numbers"":[9,8,7],""theory"":""To see if the numbers need to be in ascending order."",""result"":""no""}]","The numbers go up by two.","The numbers need to be in ascending order.",75,83,57876.2,135452.8,"The numbers go up by two","The numbers are divisible by two","The first two numbers add up to the last number",NA,NA,NA,4,4,4,4,3,3,4,3,3,4,3,4,2,1,2,0,0,1,2,0,2,0,1,2,2,0,1,2,0,2,2,0,2,0,2,2,3,3,3,3,"other","I have read this",0.928571428571429,0.85,0.5,0.5,0.666666666666667,0.666666666666667,0,0,1,0.25,0.666666666666667,0.895833333333333,13,0.914148351648352,0.9141484,0.454545454545455,0.0389833195023433,"high","low","low","high","low",0.84,0.865,0.37,-0.061875,-0.0610416666666667,-0.1825,0.488333333333333,"4",0.0471408945038527,0.0849335749367161,0.109791742622415,0.0619584472195297,3,1,35,-0.613952537750593,-0.806452255534999,2.21528037511405,0.467,0.300714285714286,1.94435987039955,1.805407682127,1.66181537041441,-0.365453631719997,-0.288102153139759,-0.787717752375159,2.1028117831309,0.68,0.025,0,1
"b35_y45_r20","5a8b1ee2000dab00018cc7cd","MAIZELEAF",20,1,75336,54,68,51,36,4,"[{""numbers"":[2,4,6],""theory"":""Given example"",""result"":""yes""},{""numbers"":[7,9,11],""theory"":""The numbers go up by two"",""result"":""yes""},{""numbers"":[13,14,15],""theory"":""The numbers are under 20"",""result"":""yes""},{""numbers"":[19,20,21],""theory"":""The numbers need to be under 20"",""result"":""yes""},{""numbers"":[9,8,7],""theory"":""To see if the numbers need to be in ascending order."",""result"":""no""}]",1,"[{""numbers"":[2,4,6],""theory"":""Given example"",""result"":""yes""},{""numbers"":[7,9,11],""theory"":""The numbers go up by two"",""result"":""yes""}]",3,"[{""numbers"":[13,14,15],""theory"":""The numbers are under 20"",""result"":""yes""},{""numbers"":[19,20,21],""theory"":""The numbers need to be under 20"",""result"":""yes""},{""numbers"":[9,8,7],""theory"":""To see if the numbers need to be in ascending order."",""result"":""no""}]","The numbers go up by two.","The numbers need to be in ascending order.",75,83,57876.2,135452.8,"The numbers go up by two","The numbers are divisible by two","The first two numbers add up to the last number",NA,NA,NA,4,4,4,4,3,3,4,3,3,4,3,4,2,1,2,0,0,1,2,0,2,0,1,2,2,0,1,2,0,2,2,0,2,0,2,2,3,3,3,3,"other","I have read this",0.928571428571429,0.85,0.5,0.5,0.666666666666667,0.666666666666667,0,0,1,0.25,0.666666666666667,0.895833333333333,13,0.623076923076923,0.6230769,0.777777777777778,0.205458333428187,"high","low","low","high","low",0.77,0.84,0.37,-0.061875,-0.0610416666666667,-0.1825,0.488333333333333,"5",0.0471408945038527,0.0849335749367161,0.109791742622415,0.0619584472195297,3,1,51,-0.613952537750593,-0.806452255534999,2.21528037511405,0.467,0.300714285714286,1.94435987039955,1.805407682127,1.66181537041441,-0.365453631719997,-0.288102153139759,-0.787717752375159,2.1028117831309,0.54,0.07,0,1
"b20_y60_r20","5a8b1ee2000dab00018cc7cd","TALLGRAIN",15,1,86455.1,78,89,16,39,4,"[{""numbers"":[2,4,6],""theory"":""Given example"",""result"":""yes""},{""numbers"":[7,9,11],""theory"":""The numbers go up by two"",""result"":""yes""},{""numbers"":[13,14,15],""theory"":""The numbers are under 20"",""result"":""yes""},{""numbers"":[19,20,21],""theory"":""The numbers need to be under 20"",""result"":""yes""},{""numbers"":[9,8,7],""theory"":""To see if the numbers need to be in ascending order."",""result"":""no""}]",1,"[{""numbers"":[2,4,6],""theory"":""Given example"",""result"":""yes""},{""numbers"":[7,9,11],""theory"":""The numbers go up by two"",""result"":""yes""}]",3,"[{""numbers"":[13,14,15],""theory"":""The numbers are under 20"",""result"":""yes""},{""numbers"":[19,20,21],""theory"":""The numbers need to be under 20"",""result"":""yes""},{""numbers"":[9,8,7],""theory"":""To see if the numbers need to be in ascending order."",""result"":""no""}]","The numbers go up by two.","The numbers need to be in ascending order.",75,83,57876.2,135452.8,"The numbers go up by two","The numbers are divisible by two","The first two numbers add up to the last number",NA,NA,NA,4,4,4,4,3,3,4,3,3,4,3,4,2,1,2,0,0,1,2,0,2,0,1,2,2,0,1,2,0,2,2,0,2,0,2,2,3,3,3,3,"other","I have read this",0.928571428571429,0.85,0.5,0.5,0.666666666666667,0.666666666666667,0,0,1,0.25,0.666666666666667,0.895833333333333,13,0.998630136986301,0.9998476,0.333333333333333,0.000595331802481299,"high","low","low","high","low",0.89,0.945,0.37,-0.061875,-0.0610416666666667,-0.1825,0.488333333333333,"6",0.0471408945038527,0.0849335749367161,0.109791742622415,0.0619584472195297,3,1,16,-0.613952537750593,-0.806452255534999,2.21528037511405,0.467,0.300714285714286,1.94435987039955,1.805407682127,1.66181537041441,-0.365453631719997,-0.288102153139759,-0.787717752375159,2.1028117831309,0.78,0.0549999999999999,0,1
"b50_y30_r20","5a8b1ee2000dab00018cc7cd","HARVESTWELL",20,1,70569,62,72,38,42,4,"[{""numbers"":[2,4,6],""theory"":""Given example"",""result"":""yes""},{""numbers"":[7,9,11],""theory"":""The numbers go up by two"",""result"":""yes""},{""numbers"":[13,14,15],""theory"":""The numbers are under 20"",""result"":""yes""},{""numbers"":[19,20,21],""theory"":""The numbers need to be under 20"",""result"":""yes""},{""numbers"":[9,8,7],""theory"":""To see if the numbers need to be in ascending order."",""result"":""no""}]",1,"[{""numbers"":[2,4,6],""theory"":""Given example"",""result"":""yes""},{""numbers"":[7,9,11],""theory"":""The numbers go up by two"",""result"":""yes""}]",3,"[{""numbers"":[13,14,15],""theory"":""The numbers are under 20"",""result"":""yes""},{""numbers"":[19,20,21],""theory"":""The numbers need to be under 20"",""result"":""yes""},{""numbers"":[9,8,7],""theory"":""To see if the numbers need to be in ascending order."",""result"":""no""}]","The numbers go up by two.","The numbers need to be in ascending order.",75,83,57876.2,135452.8,"The numbers go up by two","The numbers are divisible by two","The first two numbers add up to the last number",NA,NA,NA,4,4,4,4,3,3,4,3,3,4,3,4,2,1,2,0,0,1,2,0,2,0,1,2,2,0,1,2,0,2,2,0,2,0,2,2,3,3,3,3,"other","I have read this",0.928571428571429,0.85,0.5,0.5,0.666666666666667,0.666666666666667,0,0,1,0.25,0.666666666666667,0.895833333333333,13,0.822368421052632,0.8223684,0.6,0.0849335749367161,"high","low","low","high","low",0.81,0.86,0.37,-0.061875,-0.0610416666666667,-0.1825,0.488333333333333,"7",0.0471408945038527,0.0849335749367161,0.109791742622415,0.0619584472195297,3,1,38,-0.613952537750593,-0.806452255534999,2.21528037511405,0.467,0.300714285714286,1.94435987039955,1.805407682127,1.66181537041441,-0.365453631719997,-0.288102153139759,-0.787717752375159,2.1028117831309,0.62,0.0499999999999999,0,1
"b35_y45_r20","66b638403cc5a94acf985177","MAIZELEAF",13,1,42797.4,59,80,40,24,4,"[{""numbers"":[2,4,6],""theory"":""Given example"",""result"":""yes""},{""numbers"":[1,3,5],""theory"":""I'm checking to see if every other number fits the rule"",""result"":""yes""},{""numbers"":[2,6,8],""theory"":""I am testing to see if it's only even numbers"",""result"":""yes""},{""numbers"":[1,2,3],""theory"":""Checking to see if my previous rule was right"",""result"":""yes""},{""numbers"":[7,8,9],""theory"":""Checking to see if every number works"",""result"":""yes""}]",2,"[{""numbers"":[2,4,6],""theory"":""Given example"",""result"":""yes""},{""numbers"":[1,3,5],""theory"":""I'm checking to see if every other number fits the rule"",""result"":""yes""},{""numbers"":[2,6,8],""theory"":""I am testing to see if it's only even numbers"",""result"":""yes""}]",2,"[{""numbers"":[1,2,3],""theory"":""Checking to see if my previous rule was right"",""result"":""yes""},{""numbers"":[7,8,9],""theory"":""Checking to see if every number works"",""result"":""yes""}]","I think the rule is that every other number activates the robot.","Every number works.",80,100,81061,35701,"Every other number","Even numbers",NA,NA,NA,NA,1,1,3,2,1,1,0,0,1,0,0,0,2,2,2,1,0,1,2,0,3,0,2,1,2,0,3,3,0,1,3,0,2,0,2,3,2,3,3,1,"other","I have read this",0.321428571428571,0.05,0.416666666666667,0.833333333333333,0.833333333333333,0.75,0,0.0833333333333333,0.75,0.208333333333333,0.791666666666667,0.208333333333333,130,0.5,0.6230769,0.777777777777778,0.301029995663981,"low","high","low","high","high",0.795,0.9,-0.3175,-0.103541666666667,0.0639583333333333,0.150833333333333,0.238333333333333,"1",0.0580536002747116,0.0849335749367161,0.134706029337792,0.0515440461746971,2,1,40,0.466475835134847,-0.64297529925913,1.06089467342095,-0.333,-0.306428571428571,-1.66847096986988,-1.28736779046743,-1.6933938097572,-0.611550353416964,0.301868126327325,0.65103613324157,1.02628697948027,0.59,0.105,0,0
"b70_y10_r20","66b638403cc5a94acf985177","WAKESOIL",10,1,32876.2,90,90,0,27,4,"[{""numbers"":[2,4,6],""theory"":""Given example"",""result"":""yes""},{""numbers"":[1,3,5],""theory"":""I'm checking to see if every other number fits the rule"",""result"":""yes""},{""numbers"":[2,6,8],""theory"":""I am testing to see if it's only even numbers"",""result"":""yes""},{""numbers"":[1,2,3],""theory"":""Checking to see if my previous rule was right"",""result"":""yes""},{""numbers"":[7,8,9],""theory"":""Checking to see if every number works"",""result"":""yes""}]",2,"[{""numbers"":[2,4,6],""theory"":""Given example"",""result"":""yes""},{""numbers"":[1,3,5],""theory"":""I'm checking to see if every other number fits the rule"",""result"":""yes""},{""numbers"":[2,6,8],""theory"":""I am testing to see if it's only even numbers"",""result"":""yes""}]",2,"[{""numbers"":[1,2,3],""theory"":""Checking to see if my previous rule was right"",""result"":""yes""},{""numbers"":[7,8,9],""theory"":""Checking to see if every number works"",""result"":""yes""}]","I think the rule is that every other number activates the robot.","Every number works.",80,100,81061,35701,"Every other number","Even numbers",NA,NA,NA,NA,1,1,3,2,1,1,0,0,1,0,0,0,2,2,2,1,0,1,2,0,3,0,2,1,2,0,3,3,0,1,3,0,2,0,2,3,2,3,3,1,"other","I have read this",0.321428571428571,0.05,0.416666666666667,0.833333333333333,0.833333333333333,0.75,0,0.0833333333333333,0.75,0.208333333333333,0.791666666666667,0.208333333333333,130,0.999583680266445,1,0.142857142857143,0.000180843009859926,"low","high","low","high","high",0.95,0.95,-0.3175,-0.103541666666667,0.0639583333333333,0.150833333333333,0.238333333333333,"2",0.0580536002747116,0.0849335749367161,0.134706029337792,0.0515440461746971,2,0,NA,0.466475835134847,-0.64297529925913,1.06089467342095,-0.333,-0.306428571428571,-1.66847096986988,-1.28736779046743,-1.6933938097572,-0.611550353416964,0.301868126327325,0.65103613324157,1.02628697948027,0.9,0,0,0
"b75_y05_r20","66b638403cc5a94acf985177","SHADESEED",8,1,30923.4,100,100,0,30,4,"[{""numbers"":[2,4,6],""theory"":""Given example"",""result"":""yes""},{""numbers"":[1,3,5],""theory"":""I'm checking to see if every other number fits the rule"",""result"":""yes""},{""numbers"":[2,6,8],""theory"":""I am testing to see if it's only even numbers"",""result"":""yes""},{""numbers"":[1,2,3],""theory"":""Checking to see if my previous rule was right"",""result"":""yes""},{""numbers"":[7,8,9],""theory"":""Checking to see if every number works"",""result"":""yes""}]",2,"[{""numbers"":[2,4,6],""theory"":""Given example"",""result"":""yes""},{""numbers"":[1,3,5],""theory"":""I'm checking to see if every other number fits the rule"",""result"":""yes""},{""numbers"":[2,6,8],""theory"":""I am testing to see if it's only even numbers"",""result"":""yes""}]",2,"[{""numbers"":[1,2,3],""theory"":""Checking to see if my previous rule was right"",""result"":""yes""},{""numbers"":[7,8,9],""theory"":""Checking to see if every number works"",""result"":""yes""}]","I think the rule is that every other number activates the robot.","Every number works.",80,100,81061,35701,"Every other number","Even numbers",NA,NA,NA,NA,1,1,3,2,1,1,0,0,1,0,0,0,2,2,2,1,0,1,2,0,3,0,2,1,2,0,3,3,0,1,3,0,2,0,2,3,2,3,3,1,"other","I have read this",0.321428571428571,0.05,0.416666666666667,0.833333333333333,0.833333333333333,0.75,0,0.0833333333333333,0.75,0.208333333333333,0.791666666666667,0.208333333333333,130,0.999980247303757,1,0.0666666666666667,8.57857170628187e-06,"low","high","low","high","high",1,1,-0.3175,-0.103541666666667,0.0639583333333333,0.150833333333333,0.238333333333333,"3",0.0580536002747116,0.0849335749367161,0.134706029337792,0.0515440461746971,2,0,NA,0.466475835134847,-0.64297529925913,1.06089467342095,-0.333,-0.306428571428571,-1.66847096986988,-1.28736779046743,-1.6933938097572,-0.611550353416964,0.301868126327325,0.65103613324157,1.02628697948027,1,0,0,0
"b20_y60_r20","66b638403cc5a94acf985177","TALLGRAIN",14,1,56805.4,75,80,10,33,4,"[{""numbers"":[2,4,6],""theory"":""Given example"",""result"":""yes""},{""numbers"":[1,3,5],""theory"":""I'm checking to see if every other number fits the rule"",""result"":""yes""},{""numbers"":[2,6,8],""theory"":""I am testing to see if it's only even numbers"",""result"":""yes""},{""numbers"":[1,2,3],""theory"":""Checking to see if my previous rule was right"",""result"":""yes""},{""numbers"":[7,8,9],""theory"":""Checking to see if every number works"",""result"":""yes""}]",2,"[{""numbers"":[2,4,6],""theory"":""Given example"",""result"":""yes""},{""numbers"":[1,3,5],""theory"":""I'm checking to see if every other number fits the rule"",""result"":""yes""},{""numbers"":[2,6,8],""theory"":""I am testing to see if it's only even numbers"",""result"":""yes""}]",2,"[{""numbers"":[1,2,3],""theory"":""Checking to see if my previous rule was right"",""result"":""yes""},{""numbers"":[7,8,9],""theory"":""Checking to see if every number works"",""result"":""yes""}]","I think the rule is that every other number activates the robot.","Every number works.",80,100,81061,35701,"Every other number","Even numbers",NA,NA,NA,NA,1,1,3,2,1,1,0,0,1,0,0,0,2,2,2,1,0,1,2,0,3,0,2,1,2,0,3,3,0,1,3,0,2,0,2,3,2,3,3,1,"other","I have read this",0.321428571428571,0.05,0.416666666666667,0.833333333333333,0.833333333333333,0.75,0,0.0833333333333333,0.75,0.208333333333333,0.791666666666667,0.208333333333333,130,0.995901639344262,0.9998476,0.333333333333333,0.00178355274041722,"low","high","low","high","high",0.875,0.9,-0.3175,-0.103541666666667,0.0639583333333333,0.150833333333333,0.238333333333333,"4",0.0580536002747116,0.0849335749367161,0.134706029337792,0.0515440461746971,2,1,10,0.466475835134847,-0.64297529925913,1.06089467342095,-0.333,-0.306428571428571,-1.66847096986988,-1.28736779046743,-1.6933938097572,-0.611550353416964,0.301868126327325,0.65103613324157,1.02628697948027,0.75,0.025,0,0
"b25_y55_r20","66b638403cc5a94acf985177","STRONGLEAF",16,1,51785,70,80,60,36,4,"[{""numbers"":[2,4,6],""theory"":""Given example"",""result"":""yes""},{""numbers"":[1,3,5],""theory"":""I'm checking to see if every other number fits the rule"",""result"":""yes""},{""numbers"":[2,6,8],""theory"":""I am testing to see if it's only even numbers"",""result"":""yes""},{""numbers"":[1,2,3],""theory"":""Checking to see if my previous rule was right"",""result"":""yes""},{""numbers"":[7,8,9],""theory"":""Checking to see if every number works"",""result"":""yes""}]",2,"[{""numbers"":[2,4,6],""theory"":""Given example"",""result"":""yes""},{""numbers"":[1,3,5],""theory"":""I'm checking to see if every other number fits the rule"",""result"":""yes""},{""numbers"":[2,6,8],""theory"":""I am testing to see if it's only even numbers"",""result"":""yes""}]",2,"[{""numbers"":[1,2,3],""theory"":""Checking to see if my previous rule was right"",""result"":""yes""},{""numbers"":[7,8,9],""theory"":""Checking to see if every number works"",""result"":""yes""}]","I think the rule is that every other number activates the robot.","Every number works.",80,100,81061,35701,"Every other number","Even numbers",NA,NA,NA,NA,1,1,3,2,1,1,0,0,1,0,0,0,2,2,2,1,0,1,2,0,3,0,2,1,2,0,3,3,0,1,3,0,2,0,2,3,2,3,3,1,"other","I have read this",0.321428571428571,0.05,0.416666666666667,0.833333333333333,0.833333333333333,0.75,0,0.0833333333333333,0.75,0.208333333333333,0.791666666666667,0.208333333333333,130,0.959059347569763,0.9141484,0.454545454545455,0.0181545174126781,"low","high","low","high","high",0.85,0.9,-0.3175,-0.103541666666667,0.0639583333333333,0.150833333333333,0.238333333333333,"5",0.0580536002747116,0.0849335749367161,0.134706029337792,0.0515440461746971,2,1,60,0.466475835134847,-0.64297529925913,1.06089467342095,-0.333,-0.306428571428571,-1.66847096986988,-1.28736779046743,-1.6933938097572,-0.611550353416964,0.301868126327325,0.65103613324157,1.02628697948027,0.7,0.05,0,0
"b15_y65_r20","66b638403cc5a94acf985177","GOLDLEAF",13,1,34943.7,90,90,10,39,4,"[{""numbers"":[2,4,6],""theory"":""Given example"",""result"":""yes""},{""numbers"":[1,3,5],""theory"":""I'm checking to see if every other number fits the rule"",""result"":""yes""},{""numbers"":[2,6,8],""theory"":""I am testing to see if it's only even numbers"",""result"":""yes""},{""numbers"":[1,2,3],""theory"":""Checking to see if my previous rule was right"",""result"":""yes""},{""numbers"":[7,8,9],""theory"":""Checking to see if every number works"",""result"":""yes""}]",2,"[{""numbers"":[2,4,6],""theory"":""Given example"",""result"":""yes""},{""numbers"":[1,3,5],""theory"":""I'm checking to see if every other number fits the rule"",""result"":""yes""},{""numbers"":[2,6,8],""theory"":""I am testing to see if it's only even numbers"",""result"":""yes""}]",2,"[{""numbers"":[1,2,3],""theory"":""Checking to see if my previous rule was right"",""result"":""yes""},{""numbers"":[7,8,9],""theory"":""Checking to see if every number works"",""result"":""yes""}]","I think the rule is that every other number activates the robot.","Every number works.",80,100,81061,35701,"Every other number","Even numbers",NA,NA,NA,NA,1,1,3,2,1,1,0,0,1,0,0,0,2,2,2,1,0,1,2,0,3,0,2,1,2,0,3,3,0,1,3,0,2,0,2,3,2,3,3,1,"other","I have read this",0.321428571428571,0.05,0.416666666666667,0.833333333333333,0.833333333333333,0.75,0,0.0833333333333333,0.75,0.208333333333333,0.791666666666667,0.208333333333333,130,0.999345958399724,0.999992,0.230769230769231,0.000284139587622351,"low","high","low","high","high",0.95,0.95,-0.3175,-0.103541666666667,0.0639583333333333,0.150833333333333,0.238333333333333,"6",0.0580536002747116,0.0849335749367161,0.134706029337792,0.0515440461746971,2,1,10,0.466475835134847,-0.64297529925913,1.06089467342095,-0.333,-0.306428571428571,-1.66847096986988,-1.28736779046743,-1.6933938097572,-0.611550353416964,0.301868126327325,0.65103613324157,1.02628697948027,0.9,0,0,0
